,file_name,word,count,Found Lexico,Found OPLexico,Found senti_lex,Found Vader,Found Text
218,UNIPAR_Release de Resultados 1T22.pdf,1152368,2,0,0,0,0,0
219,UNIPAR_Release de Resultados 1T22.pdf,564718,2,0,0,0,0,0
220,UNIPAR_Release de Resultados 1T22.pdf,283,3,0,0,0,0,0
221,UNIPAR_Release de Resultados 1T22.pdf,449030,3,0,0,0,0,0
222,UNIPAR_Release de Resultados 1T22.pdf,687996,3,0,0,0,0,0
223,UNIPAR_Release de Resultados 1T22.pdf,280811,3,0,0,0,0,0
224,UNIPAR_Release de Resultados 1T22.pdf,347,4,0,0,0,0,0
225,UNIPAR_Release de Resultados 1T22.pdf,dívida,13,0,0,0,0,0
226,UNIPAR_Release de Resultados 1T22.pdf,432940,2,0,0,0,0,0
227,UNIPAR_Release de Resultados 1T22.pdf,147620,2,0,0,0,0,0
228,UNIPAR_Release de Resultados 1T22.pdf,490248,1,0,0,0,0,0
229,UNIPAR_Release de Resultados 1T22.pdf,¹,8,0,0,0,0,0
230,UNIPAR_Release de Resultados 1T22.pdf,calculado,4,0,0,0,0,0
231,UNIPAR_Release de Resultados 1T22.pdf,acordo,8,0,0,0,0,0
232,UNIPAR_Release de Resultados 1T22.pdf,instrução,3,0,0,0,0,0
233,UNIPAR_Release de Resultados 1T22.pdf,cvm,5,0,0,0,0,0
234,UNIPAR_Release de Resultados 1T22.pdf,nº,4,0,0,0,0,0
235,UNIPAR_Release de Resultados 1T22.pdf,52712,4,0,0,0,0,0
236,UNIPAR_Release de Resultados 1T22.pdf,relações,1,0,0,0,0,0
237,UNIPAR_Release de Resultados 1T22.pdf,investidores,1,0,0,0,0,0
238,UNIPAR_Release de Resultados 1T22.pdf,christian,1,0,0,0,0,0
239,UNIPAR_Release de Resultados 1T22.pdf,eduard,1,0,0,0,0,0
240,UNIPAR_Release de Resultados 1T22.pdf,carraresi,1,0,0,0,0,0
241,UNIPAR_Release de Resultados 1T22.pdf,schnitzlein,1,0,0,0,0,0
242,UNIPAR_Release de Resultados 1T22.pdf,sergio,1,0,0,0,0,0
243,UNIPAR_Release de Resultados 1T22.pdf,luiz,1,0,0,0,0,0
244,UNIPAR_Release de Resultados 1T22.pdf,baptista,1,0,0,0,0,0
245,UNIPAR_Release de Resultados 1T22.pdf,santos,2,1,0,0,0,0
246,UNIPAR_Release de Resultados 1T22.pdf,santos,2,0,1,0,0,0
247,UNIPAR_Release de Resultados 1T22.pdf,santos,2,0,0,0,0,0
248,UNIPAR_Release de Resultados 1T22.pdf,raquel,1,0,0,0,0,0
249,UNIPAR_Release de Resultados 1T22.pdf,turano,1,0,0,0,0,0
250,UNIPAR_Release de Resultados 1T22.pdf,souza,1,0,0,0,0,0
251,UNIPAR_Release de Resultados 1T22.pdf,roberta,1,1,0,0,0,0
252,UNIPAR_Release de Resultados 1T22.pdf,roberta,1,0,1,0,0,0
253,UNIPAR_Release de Resultados 1T22.pdf,roberta,1,0,0,0,0,0
254,UNIPAR_Release de Resultados 1T22.pdf,maria,1,0,0,0,0,0
255,UNIPAR_Release de Resultados 1T22.pdf,silva,1,0,0,0,0,0
256,UNIPAR_Release de Resultados 1T22.pdf,tel,1,0,0,0,0,0
257,UNIPAR_Release de Resultados 1T22.pdf,55,2,0,0,0,0,0
258,UNIPAR_Release de Resultados 1T22.pdf,3704,1,0,0,0,0,0
259,UNIPAR_Release de Resultados 1T22.pdf,4200,1,0,0,0,0,0
260,UNIPAR_Release de Resultados 1T22.pdf,email,1,0,0,0,0,0
261,UNIPAR_Release de Resultados 1T22.pdf,riuniparcom,1,0,0,0,0,0
262,UNIPAR_Release de Resultados 1T22.pdf,wwwriuniparcom,1,0,0,0,0,0
263,UNIPAR_Release de Resultados 1T22.pdf,teleconferência,1,0,0,0,0,0
264,UNIPAR_Release de Resultados 1T22.pdf,português,2,0,0,0,0,0
265,UNIPAR_Release de Resultados 1T22.pdf,tradução,1,0,0,0,0,0
266,UNIPAR_Release de Resultados 1T22.pdf,simultânea,1,0,1,0,0,0
267,UNIPAR_Release de Resultados 1T22.pdf,simultânea,1,0,0,0,0,0
268,UNIPAR_Release de Resultados 1T22.pdf,inglês,2,1,0,0,0,0
269,UNIPAR_Release de Resultados 1T22.pdf,inglês,2,0,1,0,0,0
270,UNIPAR_Release de Resultados 1T22.pdf,inglês,2,0,0,0,0,0
271,UNIPAR_Release de Resultados 1T22.pdf,data,1,0,0,0,0,0
